consumption_ID;country_ID;year_ID;category_ID;consumption_MEUR
SE15_C05;SE;15;C05;10447.1
SE16_C05;SE;16;C05;10827.3
SE17_C05;SE;17;C05;11043.1
SE18_C05;SE;18;C05;10870.4
SE19_C05;SE;19;C05;10949.1
SE20_C05;SE;20;C05;11882.5
SE21_C05;SE;21;C05;14063.0
SE22_C05;SE;22;C05;13911.2
SE23_C05;SE;23;C05;12850.1
EU10_C06;EU;10;C06;253445.9
EU11_C06;EU;11;C06;265897.9
EU12_C06;EU;12;C06;271382.3
EU13_C06;EU;13;C06;278183.4
EU14_C06;EU;14;C06;282833.0
EU15_C06;EU;15;C06;291000.7
EU16_C06;EU;16;C06;298228.6
EU17_C06;EU;17;C06;311639.9
EU18_C06;EU;18;C06;324539.6
EU19_C06;EU;19;C06;338520.9
EU20_C06;EU;20;C06;327419.3
EU21_C06;EU;21;C06;358238.4
EU22_C06;EU;22;C06;376671.5
EU23_C06;EU;23;C06;394445.9
BE10_C06;BE;10;C06;12036.2
BE11_C06;BE;11;C06;12189.0
BE12_C06;BE;12;C06;12816.1
BE13_C06;BE;13;C06;13149.0
BE14_C06;BE;14;C06;13274.6
BE15_C06;BE;15;C06;13953.0
BE16_C06;BE;16;C06;14376.8
BE17_C06;BE;17;C06;14884.0
BE18_C06;BE;18;C06;15613.9
BE19_C06;BE;19;C06;16808.6
BE20_C06;BE;20;C06;16725.2
BE21_C06;BE;21;C06;18375.2
BE22_C06;BE;22;C06;20011.0
BE23_C06;BE;23;C06;21352.4
BG10_C06;BG;10;C06;1074.6
BG11_C06;BG;11;C06;1538.0
BG12_C06;BG;12;C06;1573.4
BG13_C06;BG;13;C06;1389.2
BG14_C06;BG;14;C06;1855.2
BG15_C06;BG;15;C06;1827.7
BG16_C06;BG;16;C06;2000.6
BG17_C06;BG;17;C06;2121.4
BG18_C06;BG;18;C06;2256.8
BG19_C06;BG;19;C06;2449.3
BG20_C06;BG;20;C06;2615.6
BG21_C06;BG;21;C06;3015.9
BG22_C06;BG;22;C06;3306.3
BG23_C06;BG;23;C06;3634.1
CZ10_C06;CZ;10;C06;1975.0
CZ11_C06;CZ;11;C06;2081.3
CZ12_C06;CZ;12;C06;2129.2
CZ13_C06;CZ;13;C06;1980.7
CZ14_C06;CZ;14;C06;1961.4
CZ15_C06;CZ;15;C06;1987.9
CZ16_C06;CZ;16;C06;2076.4
CZ17_C06;CZ;17;C06;2199.9
CZ18_C06;CZ;18;C06;2427.5
CZ19_C06;CZ;19;C06;2639.2
CZ20_C06;CZ;20;C06;2253.4
CZ21_C06;CZ;21;C06;2866.5
CZ22_C06;CZ;22;C06;3561.3
CZ23_C06;CZ;23;C06;3960.8
DK10_C06;DK;10;C06;3324.5
DK11_C06;DK;11;C06;3395.1
DK12_C06;DK;12;C06;3418.6
DK13_C06;DK;13;C06;3461.1
DK14_C06;DK;14;C06;3504.4
DK15_C06;DK;15;C06;3655.5
DK16_C06;DK;16;C06;3801.4
DK17_C06;DK;17;C06;3930.3
DK18_C06;DK;18;C06;4103.1
DK19_C06;DK;19;C06;4194.4
DK20_C06;DK;20;C06;4316.6
DK21_C06;DK;21;C06;4532.9
DK22_C06;DK;22;C06;4886.5
DK23_C06;DK;23;C06;4766.1
DE10_C06;DE;10;C06;76180.0
DE11_C06;DE;11;C06;78977.0
DE12_C06;DE;12;C06;81184.0
DE13_C06;DE;13;C06;82280.0
DE14_C06;DE;14;C06;83318.0
DE15_C06;DE;15;C06;85507.0
DE16_C06;DE;16;C06;88134.0
DE17_C06;DE;17;C06;93062.0
DE18_C06;DE;18;C06;97202.0
DE19_C06;DE;19;C06;104276.0
DE20_C06;DE;20;C06;101932.0
DE21_C06;DE;21;C06;108086.0
DE22_C06;DE;22;C06;111624.0
DE23_C06;DE;23;C06;115522.0
EE10_C06;EE;10;C06;231.2
EE11_C06;EE;11;C06;240.3
EE12_C06;EE;12;C06;257.6
EE13_C06;EE;13;C06;284.8
EE14_C06;EE;14;C06;308.4
EE15_C06;EE;15;C06;328.7
EE16_C06;EE;16;C06;373.2
EE17_C06;EE;17;C06;398.4
EE18_C06;EE;18;C06;428.4
EE19_C06;EE;19;C06;479.3
EE20_C06;EE;20;C06;499.1
EE21_C06;EE;21;C06;565.8
EE22_C06;EE;22;C06;618.9
EE23_C06;EE;23;C06;662.8
IE10_C06;IE;10;C06;3447.0
IE11_C06;IE;11;C06;3585.7
IE12_C06;IE;12;C06;4259.2
IE13_C06;IE;13;C06;4052.0
IE14_C06;IE;14;C06;4023.5
IE15_C06;IE;15;C06;4332.0
IE16_C06;IE;16;C06;4513.5
IE17_C06;IE;17;C06;4646.1
IE18_C06;IE;18;C06;4817.8
IE19_C06;IE;19;C06;5088.0
IE20_C06;IE;20;C06;4693.3
IE21_C06;IE;21;C06;5424.0
IE22_C06;IE;22;C06;5810.8
IE23_C06;IE;23;C06;6225.7
ES10_C06;ES;10;C06;24065.0
ES11_C06;ES;11;C06;24749.0
ES12_C06;ES;12;C06;25493.0
ES13_C06;ES;13;C06;26043.0
ES14_C06;ES;14;C06;27037.0
ES15_C06;ES;15;C06;27713.0
ES16_C06;ES;16;C06;27822.0
ES17_C06;ES;17;C06;30012.0
ES18_C06;ES;18;C06;31679.0
ES19_C06;ES;19;C06;33024.0
ES20_C06;ES;20;C06;31561.0
ES21_C06;ES;21;C06;32389.0
ES22_C06;ES;22;C06;33513.0
ES23_C06;ES;23;C06;34421.0
FR10_C06;FR;10;C06;43758.8
FR11_C06;FR;11;C06;45650.8
FR12_C06;FR;12;C06;46375.3
FR13_C06;FR;13;C06;46950.1
FR14_C06;FR;14;C06;47435.0
FR15_C06;FR;15;C06;47996.0
FR16_C06;FR;16;C06;48529.8
FR17_C06;FR;17;C06;48770.1
FR18_C06;FR;18;C06;49342.1
FR19_C06;FR;19;C06;50088.8
FR20_C06;FR;20;C06;46947.1
FR21_C06;FR;21;C06;51790.9
FR22_C06;FR;22;C06;53323.8
FR23_C06;FR;23;C06;55462.5
IT10_C06;IT;10;C06;30576.7
IT11_C06;IT;11;C06;33722.4
IT12_C06;IT;12;C06;33838.1
IT13_C06;IT;13;C06;33851.7
IT14_C06;IT;14;C06;34657.8
IT15_C06;IT;15;C06;36460.5
IT16_C06;IT;16;C06;36626.7
IT17_C06;IT;17;C06;38045.2
IT18_C06;IT;18;C06;38576.3
IT19_C06;IT;19;C06;39061.0
IT20_C06;IT;20;C06;36097.1
IT21_C06;IT;21;C06;41094.1
IT22_C06;IT;22;C06;43259.2
IT23_C06;IT;23;C06;44342.1
CY10_C06;CY;10;C06;664.6
CY11_C06;CY;11;C06;650.5
CY12_C06;CY;12;C06;667.0
CY13_C06;CY;13;C06;660.3
CY14_C06;CY;14;C06;682.7
CY15_C06;CY;15;C06;690.2
CY16_C06;CY;16;C06;728.2
CY17_C06;CY;17;C06;776.8
CY18_C06;CY;18;C06;847.2
CY19_C06;CY;19;C06;737.4
CY20_C06;CY;20;C06;506.4
CY21_C06;CY;21;C06;427.1
CY22_C06;CY;22;C06;498.3
CY23_C06;CY;23;C06;524.8
LV10_C06;LV;10;C06;498.6
LV11_C06;LV;11;C06;517.2
LV12_C06;LV;12;C06;537.3
LV13_C06;LV;13;C06;590.8
LV14_C06;LV;14;C06;662.1
LV15_C06;LV;15;C06;695.0
LV16_C06;LV;16;C06;711.4
LV17_C06;LV;17;C06;777.2
LV18_C06;LV;18;C06;803.7
LV19_C06;LV;19;C06;895.8
LV20_C06;LV;20;C06;903.8
LV21_C06;LV;21;C06;926.7
LV22_C06;LV;22;C06;1080.5
LV23_C06;LV;23;C06;1145.3
HU10_C06;HU;10;C06;2340.5
HU11_C06;HU;11;C06;2430.8
HU12_C06;HU;12;C06;2361.8
HU13_C06;HU;13;C06;2391.0
HU14_C06;HU;14;C06;2412.6
HU15_C06;HU;15;C06;2444.4
HU16_C06;HU;16;C06;2572.0
HU17_C06;HU;17;C06;2697.6
HU18_C06;HU;18;C06;2761.9
HU19_C06;HU;19;C06;2933.1
HU20_C06;HU;20;C06;2905.9
HU21_C06;HU;21;C06;2958.2
HU22_C06;HU;22;C06;3060.4
HU23_C06;HU;23;C06;3435.8
MT10_C06;MT;10;C06;178.3
MT11_C06;MT;11;C06;192.7
MT12_C06;MT;12;C06;206.1
MT13_C06;MT;13;C06;218.9
MT14_C06;MT;14;C06;239.5
MT15_C06;MT;15;C06;269.8
MT16_C06;MT;16;C06;270.7
MT17_C06;MT;17;C06;307.4
MT18_C06;MT;18;C06;332.3
MT19_C06;MT;19;C06;366.5
MT20_C06;MT;20;C06;368.8
MT21_C06;MT;21;C06;453.1
MT22_C06;MT;22;C06;489.1
MT23_C06;MT;23;C06;547.7
NL10_C06;NL;10;C06;8388.0
NL11_C06;NL;11;C06;8791.0
NL12_C06;NL;12;C06;9318.0
NL13_C06;NL;13;C06;10276.0
NL14_C06;NL;14;C06;10545.0
NL15_C06;NL;15;C06;10680.0
NL16_C06;NL;16;C06;11062.0
NL17_C06;NL;17;C06;11240.0
NL18_C06;NL;18;C06;11585.0
NL19_C06;NL;19;C06;11896.0
NL20_C06;NL;20;C06;11072.0
NL21_C06;NL;21;C06;12467.0
NL22_C06;NL;22;C06;13334.0
NL23_C06;NL;23;C06;14531.0
AT10_C06;AT;10;C06;6467.8
AT11_C06;AT;11;C06;6691.2
AT12_C06;AT;12;C06;6914.1
AT13_C06;AT;13;C06;7163.6
AT14_C06;AT;14;C06;7508.8
AT15_C06;AT;15;C06;7768.2
AT16_C06;AT;16;C06;8087.1
AT17_C06;AT;17;C06;8357.9
AT18_C06;AT;18;C06;8569.8
AT19_C06;AT;19;C06;8710.5
AT20_C06;AT;20;C06;8291.6
AT21_C06;AT;21;C06;8664.1
AT22_C06;AT;22;C06;9009.8
AT23_C06;AT;23;C06;9591.6
PT10_C06;PT;10;C06;5962.2
PT11_C06;PT;11;C06;5843.5
PT12_C06;PT;12;C06;5600.4
PT13_C06;PT;13;C06;5708.4
PT14_C06;PT;14;C06;5640.2
PT15_C06;PT;15;C06;6138.2
PT16_C06;PT;16;C06;6740.0
PT17_C06;PT;17;C06;7038.3
PT18_C06;PT;18;C06;7372.2
PT19_C06;PT;19;C06;8005.4
PT20_C06;PT;20;C06;7130.3
PT21_C06;PT;21;C06;8778.6
PT22_C06;PT;22;C06;9448.7
PT23_C06;PT;23;C06;10098.02351828241
SI10_C06;SI;10;C06;782.3
SI11_C06;SI;11;C06;785.1
SI12_C06;SI;12;C06;850.7
SI13_C06;SI;13;C06;854.7
SI14_C06;SI;14;C06;842.0
SI15_C06;SI;15;C06;847.8
SI16_C06;SI;16;C06;872.7
SI17_C06;SI;17;C06;901.8
SI18_C06;SI;18;C06;975.3
SI19_C06;SI;19;C06;1026.0
SI20_C06;SI;20;C06;1047.8
SI21_C06;SI;21;C06;1171.5
SI22_C06;SI;22;C06;1345.2
SI23_C06;SI;23;C06;1484.7
SE10_C06;SE;10;C06;5144.5
SE11_C06;SE;11;C06;5583.4
SE12_C06;SE;12;C06;6142.5
SE13_C06;SE;13;C06;6470.9
SE14_C06;SE;14;C06;6489.9
SE15_C06;SE;15;C06;6730.1
SE16_C06;SE;16;C06;6758.2
SE17_C06;SE;17;C06;6725.6
SE18_C06;SE;18;C06;6686.8
SE19_C06;SE;19;C06;6555.5
SE20_C06;SE;20;C06;6370.4
SE21_C06;SE;21;C06;7216.9
SE22_C06;SE;22;C06;7159.9
SE23_C06;SE;23;C06;7126.8
EU10_C07;EU;10;C07;782312.7
EU11_C07;EU;11;C07;823409.5
EU12_C07;EU;12;C07;821099.9
EU13_C07;EU;13;C07;809342.9
EU14_C07;EU;14;C07;821603.9
EU15_C07;EU;15;C07;832360.1
EU16_C07;EU;16;C07;853924.8
EU17_C07;EU;17;C07;908730.2
EU18_C07;EU;18;C07;958456.6
EU19_C07;EU;19;C07;980859.2
EU20_C07;EU;20;C07;798407.6
EU21_C07;EU;21;C07;910622.9
EU22_C07;EU;22;C07;1066608.6
EU23_C07;EU;23;C07;1146611.9
BE10_C07;BE;10;C07;22596.2
BE11_C07;BE;11;C07;23667.0
BE12_C07;BE;12;C07;23479.1
BE13_C07;BE;13;C07;24020.3
BE14_C07;BE;14;C07;24090.8
BE15_C07;BE;15;C07;23377.0
BE16_C07;BE;16;C07;24422.1
BE17_C07;BE;17;C07;25795.4
BE18_C07;BE;18;C07;26890.1
BE19_C07;BE;19;C07;27858.3
BE20_C07;BE;20;C07;24474.6
BE21_C07;BE;21;C07;25412.9
BE22_C07;BE;22;C07;27998.9
BE23_C07;BE;23;C07;29981.5
BG10_C07;BG;10;C07;4216.0
BG11_C07;BG;11;C07;4289.0
BG12_C07;BG;12;C07;4712.3
BG13_C07;BG;13;C07;4289.9
BG14_C07;BG;14;C07;4282.5
BG15_C07;BG;15;C07;4520.1
BG16_C07;BG;16;C07;4371.4
BG17_C07;BG;17;C07;4658.3
BG18_C07;BG;18;C07;4744.8
BG19_C07;BG;19;C07;5258.8
BG20_C07;BG;20;C07;4233.0
BG21_C07;BG;21;C07;5170.7
BG22_C07;BG;22;C07;7004.7
BG23_C07;BG;23;C07;7155.5
CZ10_C07;CZ;10;C07;7351.1
CZ11_C07;CZ;11;C07;8031.3
CZ12_C07;CZ;12;C07;7976.1
CZ13_C07;CZ;13;C07;7657.9
CZ14_C07;CZ;14;C07;7675.3
CZ15_C07;CZ;15;C07;7971.8
CZ16_C07;CZ;16;C07;8382.1
CZ17_C07;CZ;17;C07;9674.0
CZ18_C07;CZ;18;C07;10763.2
CZ19_C07;CZ;19;C07;10966.2
CZ20_C07;CZ;20;C07;8508.8
CZ21_C07;CZ;21;C07;9958.5
CZ22_C07;CZ;22;C07;12583.0
CZ23_C07;CZ;23;C07;12895.5
DK10_C07;DK;10;C07;12648.9
DK11_C07;DK;11;C07;13247.5
DK12_C07;DK;12;C07;13508.5
DK13_C07;DK;13;C07;14366.7
DK14_C07;DK;14;C07;14208.0
DK15_C07;DK;15;C07;14498.4
DK16_C07;DK;16;C07;14870.3
DK17_C07;DK;17;C07;15655.6
DK18_C07;DK;18;C07;17223.5
DK19_C07;DK;19;C07;17763.7
DK20_C07;DK;20;C07;16412.8
DK21_C07;DK;21;C07;17539.9
DK22_C07;DK;22;C07;18432.8
DK23_C07;DK;23;C07;19308.1
DE10_C07;DE;10;C07;193361.0
DE11_C07;DE;11;C07;207890.0
DE12_C07;DE;12;C07;209100.0
DE13_C07;DE;13;C07;209507.0
DE14_C07;DE;14;C07;213991.0
DE15_C07;DE;15;C07;217781.0
DE16_C07;DE;16;C07;226594.0
DE17_C07;DE;17;C07;235563.0
DE18_C07;DE;18;C07;246942.0
DE19_C07;DE;19;C07;254328.0
DE20_C07;DE;20;C07;225262.0
DE21_C07;DE;21;C07;246662.0
DE22_C07;DE;22;C07;283750.0
DE23_C07;DE;23;C07;304786.0
EE10_C07;EE;10;C07;965.3
EE11_C07;EE;11;C07;1098.5
EE12_C07;EE;12;C07;1224.6
EE13_C07;EE;13;C07;1262.5
EE14_C07;EE;14;C07;1276.7
EE15_C07;EE;15;C07;1234.0
EE16_C07;EE;16;C07;1295.7
EE17_C07;EE;17;C07;1427.6
EE18_C07;EE;18;C07;1546.1
EE19_C07;EE;19;C07;1657.2
EE20_C07;EE;20;C07;1345.4
EE21_C07;EE;21;C07;1591.3
EE22_C07;EE;22;C07;1997.4
EE23_C07;EE;23;C07;2027.0
IE10_C07;IE;10;C07;9182.0
IE11_C07;IE;11;C07;9637.3
IE12_C07;IE;12;C07;9787.7
IE13_C07;IE;13;C07;9728.7
IE14_C07;IE;14;C07;10508.1
IE15_C07;IE;15;C07;11201.3
IE16_C07;IE;16;C07;11645.8
IE17_C07;IE;17;C07;11722.7
IE18_C07;IE;18;C07;12203.8
IE19_C07;IE;19;C07;12546.4
IE20_C07;IE;20;C07;9734.5
IE21_C07;IE;21;C07;9846.7
IE22_C07;IE;22;C07;12509.7
IE23_C07;IE;23;C07;13244.9
ES10_C07;ES;10;C07;76626.0
ES11_C07;ES;11;C07;76167.0
ES12_C07;ES;12;C07;75012.0
ES13_C07;ES;13;C07;72980.0
ES14_C07;ES;14;C07;75929.0
ES15_C07;ES;15;C07;79450.0
ES16_C07;ES;16;C07;80934.0
ES17_C07;ES;17;C07;89658.0
ES18_C07;ES;18;C07;93740.0
ES19_C07;ES;19;C07;93219.0
ES20_C07;ES;20;C07;66355.0
ES21_C07;ES;21;C07;80834.0
ES22_C07;ES;22;C07;95478.0
ES23_C07;ES;23;C07;100072.0
FR10_C07;FR;10;C07;139232.4
FR11_C07;FR;11;C07;147814.0
FR12_C07;FR;12;C07;146755.4
FR13_C07;FR;13;C07;144262.1
FR14_C07;FR;14;C07;143757.8
FR15_C07;FR;15;C07;143975.9
FR16_C07;FR;16;C07;146906.9
FR17_C07;FR;17;C07;156293.5
FR18_C07;FR;18;C07;165944.5
FR19_C07;FR;19;C07;169666.8
FR20_C07;FR;20;C07;129789.5
FR21_C07;FR;21;C07;150159.2
FR22_C07;FR;22;C07;177618.2
FR23_C07;FR;23;C07;191041.1
IT10_C07;IT;10;C07;124271.1
IT11_C07;IT;11;C07;130127.0
IT12_C07;IT;12;C07;129345.2
IT13_C07;IT;13;C07;123983.2
IT14_C07;IT;14;C07;125494.7
IT15_C07;IT;15;C07;125405.5
IT16_C07;IT;16;C07;127799.6
IT17_C07;IT;17;C07;133360.5
IT18_C07;IT;18;C07;139913.9
IT19_C07;IT;19;C07;141453.0
IT20_C07;IT;20;C07;106594.9
IT21_C07;IT;21;C07;125084.4
IT22_C07;IT;22;C07;145244.3
IT23_C07;IT;23;C07;161545.8
CY10_C07;CY;10;C07;1942.8
CY11_C07;CY;11;C07;1969.4
CY12_C07;CY;12;C07;1931.9
CY13_C07;CY;13;C07;1796.6
CY14_C07;CY;14;C07;1857.3
CY15_C07;CY;15;C07;1848.0
CY16_C07;CY;16;C07;2015.9
CY17_C07;CY;17;C07;2240.8
CY18_C07;CY;18;C07;2374.5
CY19_C07;CY;19;C07;2394.9
CY20_C07;CY;20;C07;1606.6
CY21_C07;CY;21;C07;1795.4
CY22_C07;CY;22;C07;2376.2
CY23_C07;CY;23;C07;2510.9
LV10_C07;LV;10;C07;1264.7
LV11_C07;LV;11;C07;1459.9
LV12_C07;LV;12;C07;1646.8
LV13_C07;LV;13;C07;1637.3
LV14_C07;LV;14;C07;1732.4
LV15_C07;LV;15;C07;1836.4
LV16_C07;LV;16;C07;1955.9
LV17_C07;LV;17;C07;2090.9
LV18_C07;LV;18;C07;2205.9
LV19_C07;LV;19;C07;2161.2
LV20_C07;LV;20;C07;1803.8
LV21_C07;LV;21;C07;2171.8
LV22_C07;LV;22;C07;2649.9
LV23_C07;LV;23;C07;2743.9
HU10_C07;HU;10;C07;6522.9
HU11_C07;HU;11;C07;7202.0
HU12_C07;HU;12;C07;7113.0
HU13_C07;HU;13;C07;7024.7
HU14_C07;HU;14;C07;7480.6
HU15_C07;HU;15;C07;7243.2
HU16_C07;HU;16;C07;7619.9
HU17_C07;HU;17;C07;8259.0
HU18_C07;HU;18;C07;8825.2
HU19_C07;HU;19;C07;9284.8
HU20_C07;HU;20;C07;7597.0
HU21_C07;HU;21;C07;8586.5
HU22_C07;HU;22;C07;10132.4
HU23_C07;HU;23;C07;11534.4
MT10_C07;MT;10;C07;588.3
MT11_C07;MT;11;C07;654.3
MT12_C07;MT;12;C07;659.5
MT13_C07;MT;13;C07;646.4
MT14_C07;MT;14;C07;674.9
MT15_C07;MT;15;C07;689.0
MT16_C07;MT;16;C07;710.4
MT17_C07;MT;17;C07;756.3
MT18_C07;MT;18;C07;820.0
MT19_C07;MT;19;C07;920.0
MT20_C07;MT;20;C07;675.1
MT21_C07;MT;21;C07;797.6
MT22_C07;MT;22;C07;968.4
MT23_C07;MT;23;C07;1095.2
NL10_C07;NL;10;C07;35412.0
NL11_C07;NL;11;C07;37176.0
NL12_C07;NL;12;C07;36511.0
NL13_C07;NL;13;C07;36339.0
NL14_C07;NL;14;C07;36907.0
NL15_C07;NL;15;C07;37914.0
NL16_C07;NL;16;C07;38528.0
NL17_C07;NL;17;C07;40821.0
NL18_C07;NL;18;C07;44614.0
NL19_C07;NL;19;C07;46406.0
NL20_C07;NL;20;C07;41815.0
NL21_C07;NL;21;C07;46136.0
NL22_C07;NL;22;C07;53859.0
NL23_C07;NL;23;C07;58822.0
AT10_C07;AT;10;C07;21307.1
AT11_C07;AT;11;C07;23090.2
AT12_C07;AT;12;C07;23341.6
AT13_C07;AT;13;C07;23068.3
AT14_C07;AT;14;C07;22381.1
AT15_C07;AT;15;C07;22103.5
AT16_C07;AT;16;C07;22798.9
AT17_C07;AT;17;C07;24118.5
AT18_C07;AT;18;C07;25288.3
AT19_C07;AT;19;C07;25367.8
AT20_C07;AT;20;C07;20836.2
AT21_C07;AT;21;C07;23267.5
AT22_C07;AT;22;C07;27610.7
AT23_C07;AT;23;C07;28240.6
PT10_C07;PT;10;C07;16767.3
PT11_C07;PT;11;C07;15675.7
PT12_C07;PT;12;C07;13877.0
PT13_C07;PT;13;C07;13522.6
PT14_C07;PT;14;C07;14683.9
PT15_C07;PT;15;C07;15298.8
PT16_C07;PT;16;C07;16365.9
PT17_C07;PT;17;C07;17895.4
PT18_C07;PT;18;C07;19029.9
PT19_C07;PT;19;C07;20095.2
PT20_C07;PT;20;C07;14921.1
PT21_C07;PT;21;C07;17109.4
PT22_C07;PT;22;C07;21927.2
PT23_C07;PT;23;C07;23434.057731760146
SI10_C07;SI;10;C07;3158.7
SI11_C07;SI;11;C07;3216.0
SI12_C07;SI;12;C07;3281.8
SI13_C07;SI;13;C07;3307.0
SI14_C07;SI;14;C07;3374.7
SI15_C07;SI;15;C07;3470.3
SI16_C07;SI;16;C07;3512.0
SI17_C07;SI;17;C07;3904.8
SI18_C07;SI;18;C07;4212.6
SI19_C07;SI;19;C07;4429.9
SI20_C07;SI;20;C07;3304.2
SI21_C07;SI;21;C07;4659.7
SI22_C07;SI;22;C07;5557.5
SI23_C07;SI;23;C07;5542.3
SE10_C07;SE;10;C07;23109.7
SE11_C07;SE;11;C07;25915.3
SE12_C07;SE;12;C07;26485.9
SE13_C07;SE;13;C07;26573.0
SE14_C07;SE;14;C07;26147.3
SE15_C07;SE;15;C07;26654.8
SE16_C07;SE;16;C07;27676.3
SE17_C07;SE;17;C07;28277.2
SE18_C07;SE;18;C07;27856.7
SE19_C07;SE;19;C07;28199.9
SE20_C07;SE;20;C07;25062.0
SE21_C07;SE;21;C07;30018.9
SE22_C07;SE;22;C07;32496.4
SE23_C07;SE;23;C07;30095.8
EU10_C08;EU;10;C08;258637.1
EU11_C08;EU;11;C08;256551.9
EU12_C08;EU;12;C08;253083.7
EU13_C08;EU;13;C08;245342.3
EU14_C08;EU;14;C08;241626.7
EU15_C08;EU;15;C08;244767.2
EU16_C08;EU;16;C08;246367.2
EU17_C08;EU;17;C08;252633.2
EU18_C08;EU;18;C08;255401.8
EU19_C08;EU;19;C08;257202.5
EU20_C08;EU;20;C08;263266.4
EU21_C08;EU;21;C08;276410.7
EU22_C08;EU;22;C08;283284.9
EU23_C08;EU;23;C08;292155.8
BE10_C08;BE;10;C08;7039.3
BE11_C08;BE;11;C08;7082.6
BE12_C08;BE;12;C08;7471.6
BE13_C08;BE;13;C08;7505.1
BE14_C08;BE;14;C08;7585.2
BE15_C08;BE;15;C08;7811.4
BE16_C08;BE;16;C08;8007.0
BE17_C08;BE;17;C08;8336.8
BE18_C08;BE;18;C08;8425.7
BE19_C08;BE;19;C08;8496.3
BE20_C08;BE;20;C08;8653.7
BE21_C08;BE;21;C08;8841.5
BE22_C08;BE;22;C08;9085.4
BE23_C08;BE;23;C08;9380.2
BG10_C08;BG;10;C08;1450.0
BG11_C08;BG;11;C08;1463.4
BG12_C08;BG;12;C08;1561.0
BG13_C08;BG;13;C08;1543.9
BG14_C08;BG;14;C08;1452.0
BG15_C08;BG;15;C08;1424.2
BG16_C08;BG;16;C08;1506.6
BG17_C08;BG;17;C08;1592.0
BG18_C08;BG;18;C08;1692.5
BG19_C08;BG;19;C08;1794.8
BG20_C08;BG;20;C08;2034.0
BG21_C08;BG;21;C08;2178.7
BG22_C08;BG;22;C08;2430.3
BG23_C08;BG;23;C08;2810.4
CZ10_C08;CZ;10;C08;3788.5
CZ11_C08;CZ;11;C08;3879.8
CZ12_C08;CZ;12;C08;3727.1
CZ13_C08;CZ;13;C08;3627.3
CZ14_C08;CZ;14;C08;3475.8
CZ15_C08;CZ;15;C08;3789.0
CZ16_C08;CZ;16;C08;3880.4
CZ17_C08;CZ;17;C08;4236.2
CZ18_C08;CZ;18;C08;4477.1
CZ19_C08;CZ;19;C08;4691.5
CZ20_C08;CZ;20;C08;4803.3
CZ21_C08;CZ;21;C08;5242.2
CZ22_C08;CZ;22;C08;5527.1
CZ23_C08;CZ;23;C08;5878.1
DK10_C08;DK;10;C08;5728.0
DK11_C08;DK;11;C08;5775.1
DK12_C08;DK;12;C08;6128.6
DK13_C08;DK;13;C08;6004.1
DK14_C08;DK;14;C08;5949.9
DK15_C08;DK;15;C08;6280.4
DK16_C08;DK;16;C08;6605.0
DK17_C08;DK;17;C08;7024.6
DK18_C08;DK;18;C08;7329.5
DK19_C08;DK;19;C08;7407.2
DK20_C08;DK;20;C08;8137.0
DK21_C08;DK;21;C08;8982.9
DK22_C08;DK;22;C08;8341.5
DK23_C08;DK;23;C08;8284.8
DE10_C08;DE;10;C08;57228.0
DE11_C08;DE;11;C08;57650.0
DE12_C08;DE;12;C08;58332.0
DE13_C08;DE;13;C08;57697.0
DE14_C08;DE;14;C08;57981.0
DE15_C08;DE;15;C08;58404.0
DE16_C08;DE;16;C08;60327.0
DE17_C08;DE;17;C08;61445.0
DE18_C08;DE;18;C08;61668.0
DE19_C08;DE;19;C08;62115.0
DE20_C08;DE;20;C08;63815.0
DE21_C08;DE;21;C08;66696.0
DE22_C08;DE;22;C08;67279.0
DE23_C08;DE;23;C08;69482.0
EE10_C08;EE;10;C08;399.0
EE11_C08;EE;11;C08;409.7
EE12_C08;EE;12;C08;414.5
EE13_C08;EE;13;C08;419.0
EE14_C08;EE;14;C08;434.7
EE15_C08;EE;15;C08;441.5
EE16_C08;EE;16;C08;446.1
EE17_C08;EE;17;C08;471.9
EE18_C08;EE;18;C08;501.7
EE19_C08;EE;19;C08;520.7
EE20_C08;EE;20;C08;581.0
EE21_C08;EE;21;C08;632.2
EE22_C08;EE;22;C08;673.2
EE23_C08;EE;23;C08;708.0
IE10_C08;IE;10;C08;3580.4
IE11_C08;IE;11;C08;3379.1
IE12_C08;IE;12;C08;3198.4
IE13_C08;IE;13;C08;3132.1
IE14_C08;IE;14;C08;3147.5
IE15_C08;IE;15;C08;3184.0
IE16_C08;IE;16;C08;3003.7
IE17_C08;IE;17;C08;2946.6
IE18_C08;IE;18;C08;3057.6
IE19_C08;IE;19;C08;3097.0
IE20_C08;IE;20;C08;3341.7
IE21_C08;IE;21;C08;3672.4
IE22_C08;IE;22;C08;4063.7
IE23_C08;IE;23;C08;4084.9
ES10_C08;ES;10;C08;25255.0
ES11_C08;ES;11;C08;24216.0
ES12_C08;ES;12;C08;22593.0
ES13_C08;ES;13;C08;21461.0
ES14_C08;ES;14;C08;20620.0
ES15_C08;ES;15;C08;21064.0
ES16_C08;ES;16;C08;21215.0
ES17_C08;ES;17;C08;22054.0
ES18_C08;ES;18;C08;22861.0
ES19_C08;ES;19;C08;22592.0
ES20_C08;ES;20;C08;22191.0
ES21_C08;ES;21;C08;23519.0
ES22_C08;ES;22;C08;25134.0
ES23_C08;ES;23;C08;25763.0
FR10_C08;FR;10;C08;54206.3
FR11_C08;FR;11;C08;52493.8
FR12_C08;FR;12;C08;49953.8
