consumption_ID;country_ID;year_ID;category_ID;KPI_name;value
MT10_C02;MT;10;C02;consumption_MEUR;170.5
MT11_C02;MT;11;C02;consumption_MEUR;178.7
MT12_C02;MT;12;C02;consumption_MEUR;188.7
MT13_C02;MT;13;C02;consumption_MEUR;187.7
MT14_C02;MT;14;C02;consumption_MEUR;210.2
MT15_C02;MT;15;C02;consumption_MEUR;219.0
MT16_C02;MT;16;C02;consumption_MEUR;231.8
MT17_C02;MT;17;C02;consumption_MEUR;247.8
MT18_C02;MT;18;C02;consumption_MEUR;273.2
MT19_C02;MT;19;C02;consumption_MEUR;273.7
MT20_C02;MT;20;C02;consumption_MEUR;252.1
MT21_C02;MT;21;C02;consumption_MEUR;270.1
MT22_C02;MT;22;C02;consumption_MEUR;316.4
MT23_C02;MT;23;C02;consumption_MEUR;349.2
NL10_C02;NL;10;C02;consumption_MEUR;8586.0
NL11_C02;NL;11;C02;consumption_MEUR;9000.0
NL12_C02;NL;12;C02;consumption_MEUR;9505.0
NL13_C02;NL;13;C02;consumption_MEUR;9860.0
NL14_C02;NL;14;C02;consumption_MEUR;10046.0
NL15_C02;NL;15;C02;consumption_MEUR;10412.0
NL16_C02;NL;16;C02;consumption_MEUR;10662.0
NL17_C02;NL;17;C02;consumption_MEUR;10854.0
NL18_C02;NL;18;C02;consumption_MEUR;11224.0
NL19_C02;NL;19;C02;consumption_MEUR;11259.0
NL20_C02;NL;20;C02;consumption_MEUR;12226.0
NL21_C02;NL;21;C02;consumption_MEUR;13067.0
NL22_C02;NL;22;C02;consumption_MEUR;13262.0
NL23_C02;NL;23;C02;consumption_MEUR;13731.0
AT10_C02;AT;10;C02;consumption_MEUR;5313.8
AT11_C02;AT;11;C02;consumption_MEUR;5444.0
AT12_C02;AT;12;C02;consumption_MEUR;5610.6
AT13_C02;AT;13;C02;consumption_MEUR;5699.9
AT14_C02;AT;14;C02;consumption_MEUR;5694.8
AT15_C02;AT;15;C02;consumption_MEUR;5835.5
AT16_C02;AT;16;C02;consumption_MEUR;5910.2
AT17_C02;AT;17;C02;consumption_MEUR;6116.5
AT18_C02;AT;18;C02;consumption_MEUR;6293.5
AT19_C02;AT;19;C02;consumption_MEUR;6438.6
AT20_C02;AT;20;C02;consumption_MEUR;6877.2
AT21_C02;AT;21;C02;consumption_MEUR;7313.9
AT22_C02;AT;22;C02;consumption_MEUR;7348.8
AT23_C02;AT;23;C02;consumption_MEUR;7631.8
PT10_C02;PT;10;C02;consumption_MEUR;3860.8
PT11_C02;PT;11;C02;consumption_MEUR;3915.0
PT12_C02;PT;12;C02;consumption_MEUR;3742.4
PT13_C02;PT;13;C02;consumption_MEUR;3673.1
PT14_C02;PT;14;C02;consumption_MEUR;3759.3
PT15_C02;PT;15;C02;consumption_MEUR;3765.2
PT16_C02;PT;16;C02;consumption_MEUR;4048.6
PT17_C02;PT;17;C02;consumption_MEUR;4227.4
PT18_C02;PT;18;C02;consumption_MEUR;4490.2
PT19_C02;PT;19;C02;consumption_MEUR;4479.9
PT20_C02;PT;20;C02;consumption_MEUR;4563.3
PT21_C02;PT;21;C02;consumption_MEUR;4686.4
PT22_C02;PT;22;C02;consumption_MEUR;5031.7
PT23_C02;PT;23;C02;consumption_MEUR;5377.483139155821
SI10_C02;SI;10;C02;consumption_MEUR;1112.4
SI11_C02;SI;11;C02;consumption_MEUR;1194.1
SI12_C02;SI;12;C02;consumption_MEUR;1184.5
SI13_C02;SI;13;C02;consumption_MEUR;1147.0
SI14_C02;SI;14;C02;consumption_MEUR;1171.5
SI15_C02;SI;15;C02;consumption_MEUR;1194.1
SI16_C02;SI;16;C02;consumption_MEUR;1186.0
SI17_C02;SI;17;C02;consumption_MEUR;1210.5
SI18_C02;SI;18;C02;consumption_MEUR;1218.4
SI19_C02;SI;19;C02;consumption_MEUR;1235.7
SI20_C02;SI;20;C02;consumption_MEUR;1176.0
SI21_C02;SI;21;C02;consumption_MEUR;1244.3
SI22_C02;SI;22;C02;consumption_MEUR;1427.1
SI23_C02;SI;23;C02;consumption_MEUR;1473.2
SE10_C02;SE;10;C02;consumption_MEUR;6173.9
SE11_C02;SE;11;C02;consumption_MEUR;6604.7
SE12_C02;SE;12;C02;consumption_MEUR;7179.0
SE13_C02;SE;13;C02;consumption_MEUR;7401.5
SE14_C02;SE;14;C02;consumption_MEUR;7222.0
SE15_C02;SE;15;C02;consumption_MEUR;7300.3
SE16_C02;SE;16;C02;consumption_MEUR;7315.4
SE17_C02;SE;17;C02;consumption_MEUR;7326.9
SE18_C02;SE;18;C02;consumption_MEUR;7272.8
SE19_C02;SE;19;C02;consumption_MEUR;7166.8
SE20_C02;SE;20;C02;consumption_MEUR;7678.9
SE21_C02;SE;21;C02;consumption_MEUR;8160.0
SE22_C02;SE;22;C02;consumption_MEUR;8172.4
SE23_C02;SE;23;C02;consumption_MEUR;7252.8
EU10_C03;EU;10;C03;consumption_MEUR;303390.4
EU11_C03;EU;11;C03;consumption_MEUR;308614.6
EU12_C03;EU;12;C03;consumption_MEUR;305203.1
EU13_C03;EU;13;C03;consumption_MEUR;306650.4
EU14_C03;EU;14;C03;consumption_MEUR;314956.3
EU15_C03;EU;15;C03;consumption_MEUR;320459.2
EU16_C03;EU;16;C03;consumption_MEUR;325542.7
EU17_C03;EU;17;C03;consumption_MEUR;335787.8
EU18_C03;EU;18;C03;consumption_MEUR;337950.2
EU19_C03;EU;19;C03;consumption_MEUR;338645.6
EU20_C03;EU;20;C03;consumption_MEUR;286504.7
EU21_C03;EU;21;C03;consumption_MEUR;311493.9
EU22_C03;EU;22;C03;consumption_MEUR;349882.9
EU23_C03;EU;23;C03;consumption_MEUR;357288.1
BE10_C03;BE;10;C03;consumption_MEUR;8185.4
BE11_C03;BE;11;C03;consumption_MEUR;9040.5
BE12_C03;BE;12;C03;consumption_MEUR;9732.2
BE13_C03;BE;13;C03;consumption_MEUR;10212.1
BE14_C03;BE;14;C03;consumption_MEUR;10578.7
BE15_C03;BE;15;C03;consumption_MEUR;10891.2
BE16_C03;BE;16;C03;consumption_MEUR;11124.2
BE17_C03;BE;17;C03;consumption_MEUR;11945.2
BE18_C03;BE;18;C03;consumption_MEUR;12113.0
BE19_C03;BE;19;C03;consumption_MEUR;12189.7
BE20_C03;BE;20;C03;consumption_MEUR;10284.2
BE21_C03;BE;21;C03;consumption_MEUR;11928.4
BE22_C03;BE;22;C03;consumption_MEUR;13022.6
BE23_C03;BE;23;C03;consumption_MEUR;13526.5
BG10_C03;BG;10;C03;consumption_MEUR;760.3
BG11_C03;BG;11;C03;consumption_MEUR;764.0
BG12_C03;BG;12;C03;consumption_MEUR;817.9
BG13_C03;BG;13;C03;consumption_MEUR;861.8
BG14_C03;BG;14;C03;consumption_MEUR;910.7
BG15_C03;BG;15;C03;consumption_MEUR;927.1
BG16_C03;BG;16;C03;consumption_MEUR;1006.6
BG17_C03;BG;17;C03;consumption_MEUR;1080.3
BG18_C03;BG;18;C03;consumption_MEUR;1122.5
BG19_C03;BG;19;C03;consumption_MEUR;1307.2
BG20_C03;BG;20;C03;consumption_MEUR;1164.5
BG21_C03;BG;21;C03;consumption_MEUR;1495.5
BG22_C03;BG;22;C03;consumption_MEUR;1793.7
BG23_C03;BG;23;C03;consumption_MEUR;2026.5
CZ10_C03;CZ;10;C03;consumption_MEUR;2566.5
CZ11_C03;CZ;11;C03;consumption_MEUR;2611.6
CZ12_C03;CZ;12;C03;consumption_MEUR;2514.5
CZ13_C03;CZ;13;C03;consumption_MEUR;2547.2
CZ14_C03;CZ;14;C03;consumption_MEUR;2607.5
CZ15_C03;CZ;15;C03;consumption_MEUR;2754.8
CZ16_C03;CZ;16;C03;consumption_MEUR;3103.0
CZ17_C03;CZ;17;C03;consumption_MEUR;3571.4
CZ18_C03;CZ;18;C03;consumption_MEUR;3752.0
CZ19_C03;CZ;19;C03;consumption_MEUR;3998.6
CZ20_C03;CZ;20;C03;consumption_MEUR;3469.6
CZ21_C03;CZ;21;C03;consumption_MEUR;3841.5
CZ22_C03;CZ;22;C03;consumption_MEUR;5031.5
CZ23_C03;CZ;23;C03;consumption_MEUR;5286.1
DK10_C03;DK;10;C03;consumption_MEUR;5137.7
DK11_C03;DK;11;C03;consumption_MEUR;5031.7
DK12_C03;DK;12;C03;consumption_MEUR;5324.8
DK13_C03;DK;13;C03;consumption_MEUR;5300.3
DK14_C03;DK;14;C03;consumption_MEUR;5406.6
DK15_C03;DK;15;C03;consumption_MEUR;5487.1
DK16_C03;DK;16;C03;consumption_MEUR;5637.1
DK17_C03;DK;17;C03;consumption_MEUR;5749.9
DK18_C03;DK;18;C03;consumption_MEUR;5935.0
DK19_C03;DK;19;C03;consumption_MEUR;5972.9
DK20_C03;DK;20;C03;consumption_MEUR;5907.9
DK21_C03;DK;21;C03;consumption_MEUR;6084.5
DK22_C03;DK;22;C03;consumption_MEUR;6780.8
DK23_C03;DK;23;C03;consumption_MEUR;6418.7
DE10_C03;DE;10;C03;consumption_MEUR;66939.0
DE11_C03;DE;11;C03;consumption_MEUR;69992.0
DE12_C03;DE;12;C03;consumption_MEUR;71977.0
DE13_C03;DE;13;C03;consumption_MEUR;73875.0
DE14_C03;DE;14;C03;consumption_MEUR;75098.0
DE15_C03;DE;15;C03;consumption_MEUR;75354.0
DE16_C03;DE;16;C03;consumption_MEUR;77710.0
DE17_C03;DE;17;C03;consumption_MEUR;80573.0
DE18_C03;DE;18;C03;consumption_MEUR;79972.0
DE19_C03;DE;19;C03;consumption_MEUR;77934.0
DE20_C03;DE;20;C03;consumption_MEUR;73654.0
DE21_C03;DE;21;C03;consumption_MEUR;73043.0
DE22_C03;DE;22;C03;consumption_MEUR;75080.0
DE23_C03;DE;23;C03;consumption_MEUR;77490.0
EE10_C03;EE;10;C03;consumption_MEUR;482.5
EE11_C03;EE;11;C03;consumption_MEUR;522.7
EE12_C03;EE;12;C03;consumption_MEUR;599.0
EE13_C03;EE;13;C03;consumption_MEUR;653.6
EE14_C03;EE;14;C03;consumption_MEUR;690.5
EE15_C03;EE;15;C03;consumption_MEUR;722.7
EE16_C03;EE;16;C03;consumption_MEUR;780.9
EE17_C03;EE;17;C03;consumption_MEUR;787.4
EE18_C03;EE;18;C03;consumption_MEUR;828.9
EE19_C03;EE;19;C03;consumption_MEUR;855.1
EE20_C03;EE;20;C03;consumption_MEUR;799.2
EE21_C03;EE;21;C03;consumption_MEUR;915.6
EE22_C03;EE;22;C03;consumption_MEUR;1068.0
EE23_C03;EE;23;C03;consumption_MEUR;1120.8
IE10_C03;IE;10;C03;consumption_MEUR;3137.0
IE11_C03;IE;11;C03;consumption_MEUR;2983.6
IE12_C03;IE;12;C03;consumption_MEUR;3030.9
IE13_C03;IE;13;C03;consumption_MEUR;3023.0
IE14_C03;IE;14;C03;consumption_MEUR;3141.9
IE15_C03;IE;15;C03;consumption_MEUR;3388.5
IE16_C03;IE;16;C03;consumption_MEUR;3450.1
IE17_C03;IE;17;C03;consumption_MEUR;3588.0
IE18_C03;IE;18;C03;consumption_MEUR;3870.6
IE19_C03;IE;19;C03;consumption_MEUR;4082.1
IE20_C03;IE;20;C03;consumption_MEUR;3641.8
IE21_C03;IE;21;C03;consumption_MEUR;4904.1
IE22_C03;IE;22;C03;consumption_MEUR;5467.8
IE23_C03;IE;23;C03;consumption_MEUR;5354.6
ES10_C03;ES;10;C03;consumption_MEUR;31646.0
ES11_C03;ES;11;C03;consumption_MEUR;30247.0
ES12_C03;ES;12;C03;consumption_MEUR;27938.0
ES13_C03;ES;13;C03;consumption_MEUR;27142.0
ES14_C03;ES;14;C03;consumption_MEUR;28198.0
ES15_C03;ES;15;C03;consumption_MEUR;28964.0
ES16_C03;ES;16;C03;consumption_MEUR;29912.0
ES17_C03;ES;17;C03;consumption_MEUR;30319.0
ES18_C03;ES;18;C03;consumption_MEUR;29439.0
ES19_C03;ES;19;C03;consumption_MEUR;29459.0
ES20_C03;ES;20;C03;consumption_MEUR;19964.0
ES21_C03;ES;21;C03;consumption_MEUR;23649.0
ES22_C03;ES;22;C03;consumption_MEUR;27101.0
ES23_C03;ES;23;C03;consumption_MEUR;29430.0
FR10_C03;FR;10;C03;consumption_MEUR;46394.2
FR11_C03;FR;11;C03;consumption_MEUR;46064.0
FR12_C03;FR;12;C03;consumption_MEUR;45979.2
FR13_C03;FR;13;C03;consumption_MEUR;45898.6
FR14_C03;FR;14;C03;consumption_MEUR;46179.3
FR15_C03;FR;15;C03;consumption_MEUR;46376.8
FR16_C03;FR;16;C03;consumption_MEUR;46183.9
FR17_C03;FR;17;C03;consumption_MEUR;46684.8
FR18_C03;FR;18;C03;consumption_MEUR;45623.6
FR19_C03;FR;19;C03;consumption_MEUR;45633.6
FR20_C03;FR;20;C03;consumption_MEUR;38119.6
FR21_C03;FR;21;C03;consumption_MEUR;42512.4
FR22_C03;FR;22;C03;consumption_MEUR;44388.6
FR23_C03;FR;23;C03;consumption_MEUR;44222.4
IT10_C03;IT;10;C03;consumption_MEUR;63228.9
IT11_C03;IT;11;C03;consumption_MEUR;64873.4
IT12_C03;IT;12;C03;consumption_MEUR;60990.3
IT13_C03;IT;13;C03;consumption_MEUR;59664.0
IT14_C03;IT;14;C03;consumption_MEUR;60735.6
IT15_C03;IT;15;C03;consumption_MEUR;61855.9
IT16_C03;IT;16;C03;consumption_MEUR;62162.6
IT17_C03;IT;17;C03;consumption_MEUR;63404.4
IT18_C03;IT;18;C03;consumption_MEUR;65613.4
IT19_C03;IT;19;C03;consumption_MEUR;64309.9
IT20_C03;IT;20;C03;consumption_MEUR;50987.9
IT21_C03;IT;21;C03;consumption_MEUR;54502.2
IT22_C03;IT;22;C03;consumption_MEUR;66434.1
IT23_C03;IT;23;C03;consumption_MEUR;64893.9
CY10_C03;CY;10;C03;consumption_MEUR;760.7
CY11_C03;CY;11;C03;consumption_MEUR;733.1
CY12_C03;CY;12;C03;consumption_MEUR;691.7
CY13_C03;CY;13;C03;consumption_MEUR;617.6
CY14_C03;CY;14;C03;consumption_MEUR;644.8
CY15_C03;CY;15;C03;consumption_MEUR;643.3
CY16_C03;CY;16;C03;consumption_MEUR;666.1
CY17_C03;CY;17;C03;consumption_MEUR;699.8
CY18_C03;CY;18;C03;consumption_MEUR;724.3
CY19_C03;CY;19;C03;consumption_MEUR;762.8
CY20_C03;CY;20;C03;consumption_MEUR;687.7
CY21_C03;CY;21;C03;consumption_MEUR;860.2
CY22_C03;CY;22;C03;consumption_MEUR;973.3
CY23_C03;CY;23;C03;consumption_MEUR;1050.6
LV10_C03;LV;10;C03;consumption_MEUR;592.6
LV11_C03;LV;11;C03;consumption_MEUR;588.8
LV12_C03;LV;12;C03;consumption_MEUR;685.0
LV13_C03;LV;13;C03;consumption_MEUR;776.1
LV14_C03;LV;14;C03;consumption_MEUR;771.3
LV15_C03;LV;15;C03;consumption_MEUR;835.7
LV16_C03;LV;16;C03;consumption_MEUR;813.2
LV17_C03;LV;17;C03;consumption_MEUR;849.6
LV18_C03;LV;18;C03;consumption_MEUR;880.3
LV19_C03;LV;19;C03;consumption_MEUR;916.2
LV20_C03;LV;20;C03;consumption_MEUR;911.0
LV21_C03;LV;21;C03;consumption_MEUR;988.8
LV22_C03;LV;22;C03;consumption_MEUR;1186.1
LV23_C03;LV;23;C03;consumption_MEUR;1286.5
HU10_C03;HU;10;C03;consumption_MEUR;1449.1
HU11_C03;HU;11;C03;consumption_MEUR;1534.7
HU12_C03;HU;12;C03;consumption_MEUR;1435.8
HU13_C03;HU;13;C03;consumption_MEUR;1524.1
HU14_C03;HU;14;C03;consumption_MEUR;1773.6
HU15_C03;HU;15;C03;consumption_MEUR;2044.4
HU16_C03;HU;16;C03;consumption_MEUR;2155.3
HU17_C03;HU;17;C03;consumption_MEUR;2409.3
HU18_C03;HU;18;C03;consumption_MEUR;2547.5
HU19_C03;HU;19;C03;consumption_MEUR;2620.8
HU20_C03;HU;20;C03;consumption_MEUR;2146.1
HU21_C03;HU;21;C03;consumption_MEUR;2425.6
HU22_C03;HU;22;C03;consumption_MEUR;2606.5
HU23_C03;HU;23;C03;consumption_MEUR;3243.7
MT10_C03;MT;10;C03;consumption_MEUR;247.6
MT11_C03;MT;11;C03;consumption_MEUR;266.0
MT12_C03;MT;12;C03;consumption_MEUR;284.4
MT13_C03;MT;13;C03;consumption_MEUR;308.1
MT14_C03;MT;14;C03;consumption_MEUR;328.2
MT15_C03;MT;15;C03;consumption_MEUR;339.3
MT16_C03;MT;16;C03;consumption_MEUR;322.5
MT17_C03;MT;17;C03;consumption_MEUR;362.5
MT18_C03;MT;18;C03;consumption_MEUR;399.9
MT19_C03;MT;19;C03;consumption_MEUR;434.0
MT20_C03;MT;20;C03;consumption_MEUR;335.3
MT21_C03;MT;21;C03;consumption_MEUR;358.9
MT22_C03;MT;22;C03;consumption_MEUR;454.2
MT23_C03;MT;23;C03;consumption_MEUR;468.3
NL10_C03;NL;10;C03;consumption_MEUR;15121.0
NL11_C03;NL;11;C03;consumption_MEUR;15532.0
NL12_C03;NL;12;C03;consumption_MEUR;15429.0
NL13_C03;NL;13;C03;consumption_MEUR;15307.0
NL14_C03;NL;14;C03;consumption_MEUR;15859.0
NL15_C03;NL;15;C03;consumption_MEUR;16530.0
NL16_C03;NL;16;C03;consumption_MEUR;16595.0
NL17_C03;NL;17;C03;consumption_MEUR;17285.0
NL18_C03;NL;18;C03;consumption_MEUR;17323.0
NL19_C03;NL;19;C03;consumption_MEUR;17944.0
NL20_C03;NL;20;C03;consumption_MEUR;15453.0
NL21_C03;NL;21;C03;consumption_MEUR;17955.0
NL22_C03;NL;22;C03;consumption_MEUR;21497.0
NL23_C03;NL;23;C03;consumption_MEUR;23164.0
AT10_C03;AT;10;C03;consumption_MEUR;9163.4
AT11_C03;AT;11;C03;consumption_MEUR;9451.8
AT12_C03;AT;12;C03;consumption_MEUR;9527.6
AT13_C03;AT;13;C03;consumption_MEUR;9766.1
AT14_C03;AT;14;C03;consumption_MEUR;10121.6
AT15_C03;AT;15;C03;consumption_MEUR;10188.7
AT16_C03;AT;16;C03;consumption_MEUR;10435.5
AT17_C03;AT;17;C03;consumption_MEUR;10588.9
AT18_C03;AT;18;C03;consumption_MEUR;10602.8
AT19_C03;AT;19;C03;consumption_MEUR;10657.8
AT20_C03;AT;20;C03;consumption_MEUR;8642.5
AT21_C03;AT;21;C03;consumption_MEUR;9174.1
AT22_C03;AT;22;C03;consumption_MEUR;10870.8
AT23_C03;AT;23;C03;consumption_MEUR;11286.0
PT10_C03;PT;10;C03;consumption_MEUR;7309.9
PT11_C03;PT;11;C03;consumption_MEUR;6972.8
PT12_C03;PT;12;C03;consumption_MEUR;6437.0
PT13_C03;PT;13;C03;consumption_MEUR;6686.8
PT14_C03;PT;14;C03;consumption_MEUR;7384.0
PT15_C03;PT;15;C03;consumption_MEUR;7921.0
PT16_C03;PT;16;C03;consumption_MEUR;8095.7
PT17_C03;PT;17;C03;consumption_MEUR;8319.3
PT18_C03;PT;18;C03;consumption_MEUR;8474.5
PT19_C03;PT;19;C03;consumption_MEUR;8615.6
PT20_C03;PT;20;C03;consumption_MEUR;7418.3
PT21_C03;PT;21;C03;consumption_MEUR;7705.7
PT22_C03;PT;22;C03;consumption_MEUR;8991.0
PT23_C03;PT;23;C03;consumption_MEUR;9608.869945376311
SI10_C03;SI;10;C03;consumption_MEUR;1157.7
SI11_C03;SI;11;C03;consumption_MEUR;1163.6
SI12_C03;SI;12;C03;consumption_MEUR;1158.8
SI13_C03;SI;13;C03;consumption_MEUR;1030.2
SI14_C03;SI;14;C03;consumption_MEUR;1074.5
SI15_C03;SI;15;C03;consumption_MEUR;1067.2
SI16_C03;SI;16;C03;consumption_MEUR;1231.2
SI17_C03;SI;17;C03;consumption_MEUR;1276.0
SI18_C03;SI;18;C03;consumption_MEUR;1302.0
SI19_C03;SI;19;C03;consumption_MEUR;1469.5
SI20_C03;SI;20;C03;consumption_MEUR;1147.1
SI21_C03;SI;21;C03;consumption_MEUR;1520.2
SI22_C03;SI;22;C03;consumption_MEUR;1750.2
SI23_C03;SI;23;C03;consumption_MEUR;1645.3
SE10_C03;SE;10;C03;consumption_MEUR;9259.3
SE11_C03;SE;11;C03;consumption_MEUR;9889.6
SE12_C03;SE;12;C03;consumption_MEUR;10299.4
SE13_C03;SE;13;C03;consumption_MEUR;10580.2
SE14_C03;SE;14;C03;consumption_MEUR;10452.6
SE15_C03;SE;15;C03;consumption_MEUR;10908.5
SE16_C03;SE;16;C03;consumption_MEUR;10405.3
SE17_C03;SE;17;C03;consumption_MEUR;10233.4
SE18_C03;SE;18;C03;consumption_MEUR;9626.1
SE19_C03;SE;19;C03;consumption_MEUR;9222.8
SE20_C03;SE;20;C03;consumption_MEUR;8315.5
SE21_C03;SE;21;C03;consumption_MEUR;9693.4
SE22_C03;SE;22;C03;consumption_MEUR;10347.7
SE23_C03;SE;23;C03;consumption_MEUR;9820.7
EU10_C04;EU;10;C04;consumption_MEUR;1464212.5
EU11_C04;EU;11;C04;consumption_MEUR;1507205.5
EU12_C04;EU;12;C04;consumption_MEUR;1555576.5
EU13_C04;EU;13;C04;consumption_MEUR;1588532.3
EU14_C04;EU;14;C04;consumption_MEUR;1590381.1
EU15_C04;EU;15;C04;consumption_MEUR;1620749.0
EU16_C04;EU;16;C04;consumption_MEUR;1643134.1
EU17_C04;EU;17;C04;consumption_MEUR;1685478.8
EU18_C04;EU;18;C04;consumption_MEUR;1733947.8
EU19_C04;EU;19;C04;consumption_MEUR;1782981.3
EU20_C04;EU;20;C04;consumption_MEUR;1809247.6
EU21_C04;EU;21;C04;consumption_MEUR;1899830.5
EU22_C04;EU;22;C04;consumption_MEUR;2038279.4
EU23_C04;EU;23;C04;consumption_MEUR;2119399.5
BE10_C04;BE;10;C04;consumption_MEUR;43150.4
BE11_C04;BE;11;C04;consumption_MEUR;46017.0
BE12_C04;BE;12;C04;consumption_MEUR;48867.1
BE13_C04;BE;13;C04;consumption_MEUR;49747.6
BE14_C04;BE;14;C04;consumption_MEUR;48886.4
BE15_C04;BE;15;C04;consumption_MEUR;49590.8
BE16_C04;BE;16;C04;consumption_MEUR;50926.2
BE17_C04;BE;17;C04;consumption_MEUR;52807.3
BE18_C04;BE;18;C04;consumption_MEUR;54430.1
BE19_C04;BE;19;C04;consumption_MEUR;55874.8
BE20_C04;BE;20;C04;consumption_MEUR;56224.0
BE21_C04;BE;21;C04;consumption_MEUR;60429.4
BE22_C04;BE;22;C04;consumption_MEUR;70312.7
BE23_C04;BE;23;C04;consumption_MEUR;70812.7
BG10_C04;BG;10;C04;consumption_MEUR;5001.7
BG11_C04;BG;11;C04;consumption_MEUR;5449.6
BG12_C04;BG;12;C04;consumption_MEUR;5668.0
BG13_C04;BG;13;C04;consumption_MEUR;5583.4
BG14_C04;BG;14;C04;consumption_MEUR;5702.1
BG15_C04;BG;15;C04;consumption_MEUR;5954.1
BG16_C04;BG;16;C04;consumption_MEUR;5987.9
BG17_C04;BG;17;C04;consumption_MEUR;6512.4
BG18_C04;BG;18;C04;consumption_MEUR;7063.0
BG19_C04;BG;19;C04;consumption_MEUR;7576.5
BG20_C04;BG;20;C04;consumption_MEUR;7252.3
BG21_C04;BG;21;C04;consumption_MEUR;8047.0
BG22_C04;BG;22;C04;consumption_MEUR;9449.1
BG23_C04;BG;23;C04;consumption_MEUR;10035.4
CZ10_C04;CZ;10;C04;consumption_MEUR;24581.2
CZ11_C04;CZ;11;C04;consumption_MEUR;25280.2
CZ12_C04;CZ;12;C04;consumption_MEUR;24943.4
CZ13_C04;CZ;13;C04;consumption_MEUR;24404.9
CZ14_C04;CZ;14;C04;consumption_MEUR;22780.1
CZ15_C04;CZ;15;C04;consumption_MEUR;24040.3
CZ16_C04;CZ;16;C04;consumption_MEUR;25320.1
CZ17_C04;CZ;17;C04;consumption_MEUR;27960.0
CZ18_C04;CZ;18;C04;consumption_MEUR;31196.6
CZ19_C04;CZ;19;C04;consumption_MEUR;33289.0
CZ20_C04;CZ;20;C04;consumption_MEUR;34442.1
CZ21_C04;CZ;21;C04;consumption_MEUR;38888.2
CZ22_C04;CZ;22;C04;consumption_MEUR;45461.0
CZ23_C04;CZ;23;C04;consumption_MEUR;48131.1
DK10_C04;DK;10;C04;consumption_MEUR;33483.5
DK11_C04;DK;11;C04;consumption_MEUR;34424.9
DK12_C04;DK;12;C04;consumption_MEUR;35623.0
DK13_C04;DK;13;C04;consumption_MEUR;36888.9
DK14_C04;DK;14;C04;consumption_MEUR;37075.4
DK15_C04;DK;15;C04;consumption_MEUR;37602.9
DK16_C04;DK;16;C04;consumption_MEUR;38469.4
DK17_C04;DK;17;C04;consumption_MEUR;39257.2
DK18_C04;DK;18;C04;consumption_MEUR;40598.6
DK19_C04;DK;19;C04;consumption_MEUR;41485.5
DK20_C04;DK;20;C04;consumption_MEUR;42780.9
DK21_C04;DK;21;C04;consumption_MEUR;44669.4
DK22_C04;DK;22;C04;consumption_MEUR;48124.2
DK23_C04;DK;23;C04;consumption_MEUR;46815.8
DE10_C04;DE;10;C04;consumption_MEUR;345019.0
DE11_C04;DE;11;C04;consumption_MEUR;350263.0
DE12_C04;DE;12;C04;consumption_MEUR;361646.0
DE13_C04;DE;13;C04;consumption_MEUR;373770.0
DE14_C04;DE;14;C04;consumption_MEUR;374023.0
DE15_C04;DE;15;C04;consumption_MEUR;379958.0
DE16_C04;DE;16;C04;consumption_MEUR;385846.0
DE17_C04;DE;17;C04;consumption_MEUR;394605.0
DE18_C04;DE;18;C04;consumption_MEUR;404425.0
DE19_C04;DE;19;C04;consumption_MEUR;416157.0
DE20_C04;DE;20;C04;consumption_MEUR;424666.0
DE21_C04;DE;21;C04;consumption_MEUR;440560.0
DE22_C04;DE;22;C04;consumption_MEUR;467998.0
DE23_C04;DE;23;C04;consumption_MEUR;488553.0
EE10_C04;EE;10;C04;consumption_MEUR;1662.6
EE11_C04;EE;11;C04;consumption_MEUR;1770.9
EE12_C04;EE;12;C04;consumption_MEUR;2003.1
EE13_C04;EE;13;C04;consumption_MEUR;2161.2
EE14_C04;EE;14;C04;consumption_MEUR;2251.6
EE15_C04;EE;15;C04;consumption_MEUR;2331.5
EE16_C04;EE;16;C04;consumption_MEUR;2461.9
EE17_C04;EE;17;C04;consumption_MEUR;2631.8
EE18_C04;EE;18;C04;consumption_MEUR;2832.8
EE19_C04;EE;19;C04;consumption_MEUR;3060.0
EE20_C04;EE;20;C04;consumption_MEUR;2999.0
EE21_C04;EE;21;C04;consumption_MEUR;3385.9
EE22_C04;EE;22;C04;consumption_MEUR;4572.7
EE23_C04;EE;23;C04;consumption_MEUR;5146.6
IE10_C04;IE;10;C04;consumption_MEUR;16613.6
IE11_C04;IE;11;C04;consumption_MEUR;17067.7
IE12_C04;IE;12;C04;consumption_MEUR;17424.7
IE13_C04;IE;13;C04;consumption_MEUR;17979.2
IE14_C04;IE;14;C04;consumption_MEUR;18765.4
IE15_C04;IE;15;C04;consumption_MEUR;20316.0
IE16_C04;IE;16;C04;consumption_MEUR;21166.6
IE17_C04;IE;17;C04;consumption_MEUR;22625.6
IE18_C04;IE;18;C04;consumption_MEUR;24686.9
IE19_C04;IE;19;C04;consumption_MEUR;25832.9
IE20_C04;IE;20;C04;consumption_MEUR;26156.9
IE21_C04;IE;21;C04;consumption_MEUR;27745.1
IE22_C04;IE;22;C04;consumption_MEUR;32398.5
IE23_C04;IE;23;C04;consumption_MEUR;35793.8
ES10_C04;ES;10;C04;consumption_MEUR;145427.0
ES11_C04;ES;11;C04;consumption_MEUR;150984.0
ES12_C04;ES;12;C04;consumption_MEUR;153665.0
ES13_C04;ES;13;C04;consumption_MEUR;154960.0
ES14_C04;ES;14;C04;consumption_MEUR;154794.0
